seller_id,seller_state,seller_city,performance_tier,total_orders,avg_delivery_days,avg_shipping_days,avg_approval_delay,late_rate_pct,late_orders,on_time_orders,total_revenue,avg_freight,avg_deviation
4736e9d642ef4257cd7622516931eb51,SP,piracicaba,Tier 1 - Excellent,16,4.87,1.97,0.64,0.0,0,20,1078.87,18.544999999999998,-13.36
47efca563408aae19bb7206c2d969ea9,PI,teresina,Tier 2 - Average,11,13.79,1.78,0.26,0.0,0,11,2383.0,37.14090909090909,-14.32
48162d548f5b1b11b9d29d1e01f75a61,SP,piracicaba,Tier 2 - Average,66,11.22,1.77,0.54,3.03,2,87,20109.39,22.94876404494382,-12.19
4830e40640734fc1c52cd21127c341d4,SP,sao paulo,Tier 1 - Excellent,203,9.96,1.96,0.29,6.9,14,197,9470.6,14.202274881516587,-10.5
48436dade18ac8b2bce089ec2a041202,SP,volta redonda,Tier 2 - Average,134,14.15,4.3,0.32,7.46,10,137,11821.11,19.325850340136054,-9.39
4869f7a5dfa277a7dca6462dcf3b52b2,SP,guariba,Tier 2 - Average,1124,15.01,2.74,0.41,11.83,133,1015,226987.93,17.43826655052265,-10.45
48efc9d94a9834137efd9ea76b065a38,PR,curitiba,Tier 2 - Average,33,10.83,5.3,1.32,0.0,0,34,345.6,9.423529411764706,-23.71
49067458c68f7701fd334ce326accbe0,MG,juiz de fora,Tier 3 - Poor,17,12.06,4.79,0.36,17.65,3,34,1047.65,15.50945945945946,-13.37
4917cee8d902e13428c3ec4b1ca6f315,SC,blumenau,Tier 3 - Poor,31,18.08,8.29,0.32,3.23,1,30,5103.9,34.65935483870968,-9.28
4978a02ea9c8be7a9b5480680f40334e,SP,sao paulo,Tier 1 - Excellent,18,5.34,1.85,0.6,0.0,0,19,2356.61,17.90684210526316,-9.2
4992e76a42cb3aad7a7047e0d3d7e729,SP,sao paulo,Tier 2 - Average,56,8.29,1.54,0.67,8.93,5,68,2171.2,13.593972602739726,-9.83
49e7217cfe4e427191c378ec626d8737,MG,formiga,Tier 3 - Poor,12,16.13,5.18,0.21,0.0,0,13,2868.8,27.083846153846157,-10.25
4a1f694197d05fe70026b016a7316b41,SP,pedreira,Tier 2 - Average,14,11.07,2.37,0.26,7.14,1,22,907.77,16.129565217391306,-13.94
4a3ca9315b744ce9f8e9374361493884,SP,ibitinga,Tier 2 - Average,1770,14.42,2.77,0.41,12.09,214,1733,196735.72,17.614427324088343,-8.95
4a3ccda38b2129705f3fb522db62ca31,SP,marilia,Tier 2 - Average,64,13.36,3.21,0.27,10.94,7,66,16169.09,18.35232876712329,-10.39
4aba391bc3b88717ce08eb11e44937b2,BA,arraial d'ajuda (porto seguro),Tier 3 - Poor,27,16.73,2.56,0.51,14.81,4,24,7286.88,27.162857142857142,-12.57
4b0fdb526525f9890eb145bf1534640e,SP,ibitinga,Tier 1 - Excellent,18,8.77,1.3,0.1,0.0,0,20,2419.0,26.7605,-8.68
4b5f66b7adcf57f1ecc0d3c07dd6b177,PR,vendas@creditparts.com.br,Tier 2 - Average,23,13.6,4.52,0.48,4.35,1,37,6381.78,19.320526315789472,-13.68
4b9750c8ad28220fe6702d4ecb7c898f,SP,limeira,Tier 1 - Excellent,217,9.41,2.18,0.31,7.83,17,204,15815.4,15.196606334841627,-8.68
4ba52dfeba874da5b9ee7b17c7494f04,SP,mogi das cruzes,Tier 2 - Average,11,10.62,2.36,0.36,9.09,1,10,1463.0,18.62818181818182,-10.95
4be6b962d83299498bae2190f95d6566,SP,sao carlos,Tier 2 - Average,11,7.36,1.13,0.05,9.09,1,11,508.8,15.190833333333332,-11.43
4bf2f4ee540798a61f9636d12cd9cc80,SP,assis,Tier 2 - Average,29,13.48,2.29,0.05,3.45,1,29,4995.56,16.848333333333333,-11.6
4bfc7a4a1cf8d4d2121c27422d9e50b5,SP,sao paulo,Tier 1 - Excellent,26,8.03,3.33,0.5,3.85,1,39,8124.4,26.679750000000002,-9.96
4c03b9dd4c11ee2cb35c96c49efc9420,SP,campo limpo paulista,Tier 2 - Average,48,10.53,2.15,0.3,2.08,1,47,6458.6,17.577708333333334,-13.48
4c18691b6037662be2df78a765d98ab5,SP,sao paulo,Tier 1 - Excellent,62,9.15,2.05,0.44,8.06,5,61,3110.52,16.716060606060605,-10.82
4c2b230173bb36f9b240f2b8ac11786e,SP,sao paulo,Tier 2 - Average,258,12.8,5.47,0.51,12.02,31,312,14474.57,12.694285714285716,-7.91
4c498c7345e89aebad651544829beca0,SP,carapicuiba,Tier 2 - Average,47,10.83,2.95,0.49,12.77,6,41,4570.27,11.944468085106383,-8.48
4c8b8048e33af2bf94f2eb547746a916,SP,ibitinga,Tier 3 - Poor,19,19.07,5.84,0.25,15.79,3,20,1882.45,16.757826086956523,-3.31
4d6d651bd7684af3fffabd5f08d12e5a,SP,jau,Tier 2 - Average,363,13.06,3.95,0.36,4.96,18,371,42999.0,20.017377892030847,-12.32
4da0e408c99d2fdc2126dc9fce518060,PR,cornelio procopio,Tier 1 - Excellent,44,9.16,1.64,0.27,0.0,0,54,3026.0,17.38388888888889,-21.31
4de6e4ba574aa9dfdc824bc44dc47fdd,PR,colombo,Tier 1 - Excellent,14,9.37,1.5,0.34,7.14,1,13,451.1,18.094285714285714,-17.6
4e06067cc08b3f41d837768d392c3ee3,MG,betim,Tier 1 - Excellent,31,9.79,1.81,0.69,6.45,2,44,941.72,12.446304347826086,-13.78
4e17c65a516f69d023a2ae78b84f28d6,SP,suzano,Tier 2 - Average,61,14.78,6.81,0.33,13.11,8,66,7639.26,15.615405405405404,-20.09
4e5725ba188db8252977a4f0227bd462,SP,ribeirao preto,Tier 4 - Critical,21,20.76,3.33,0.33,33.33,7,17,1865.09,15.177916666666667,-2.01
4e7c18b98d84e05cbae3ff0ff03846c2,SP,jaboticabal,Tier 2 - Average,81,12.09,2.23,0.47,4.94,4,84,9038.9,32.08477272727273,-12.49
4e922959ae960d389249c378d1c939f5,SP,jacarei,Tier 2 - Average,411,14.64,3.83,0.44,11.68,48,397,45279.42,16.019483146067415,-12.33
4ebdc7e6cd6102a022dadc49156d4ea8,SP,sao paulo,Tier 1 - Excellent,29,10.18,4.63,0.3,3.45,1,31,928.7,11.5375,-10.08
5011f0d93373a4c5753adf58ca77af8d,SP,santos,Tier 3 - Poor,11,14.98,2.11,0.42,36.36,4,17,859.52,17.317619047619047,-3.39
503c1de08ae81a2d86f17951b204db55,SP,sao paulo,Tier 2 - Average,22,13.49,1.67,0.45,9.09,2,20,4906.99,18.859545454545454,-11.22
5058e8c1e82653974541e83690655b4a,SP,itaquaquecetuba,Tier 3 - Poor,62,26.44,16.07,0.7,16.13,10,67,9812.83,39.07311688311688,-15.68
5075aaa8404020ae6aa8bf4792099b41,MG,pocos de caldas,Tier 2 - Average,10,12.41,4.19,0.19,0.0,0,15,1572.88,19.95133333333333,-9.6
50c9975695009e5e6473912e83a6d1da,MG,claudio,Tier 2 - Average,50,15.21,3.41,0.42,14.0,7,61,3964.4,42.934558823529414,-8.05
512d298ac2a96d1931b6bd30aa21f61d,RJ,rio de janeiro,Tier 1 - Excellent,11,10.06,2.37,0.67,0.0,0,12,7401.94,26.8275,-13.91
5160d23075764e18e07c1f4a87fad743,SP,sao bernardo do campo,Tier 1 - Excellent,33,9.39,3.24,0.35,3.03,1,37,2359.0,12.59578947368421,-8.7
516e7738bd8f735ac19a010ee5450d8d,RJ,rio de janeiro,Tier 1 - Excellent,74,8.78,1.58,0.37,5.41,4,78,6463.19,17.591463414634145,-17.87
51702dc2a3e106c76dbff722b5bf0726,SP,conchal,Tier 2 - Average,13,14.73,3.57,0.94,0.0,0,14,2705.1,41.56714285714286,-13.52
51e4e89242cbb846c2deff3dc015650e,RS,rio grande,Tier 1 - Excellent,16,9.21,1.7,0.22,0.0,0,16,822.58,22.073125,-15.23
520b493b57809f446cb0a233bb3e25c7,SP,santos,Tier 1 - Excellent,63,7.38,2.0,0.44,3.17,2,71,3698.9,14.574931506849316,-11.37
522620dcb18a6b31cd7bdf73665113a9,PR,cascavel,Tier 2 - Average,172,15.23,2.69,0.34,10.47,18,160,56690.49,25.748146067415732,-13.38
52562a9f449c3dc3d53f5f5b9ed74903,RN,parnamirim,Tier 2 - Average,14,13.36,2.78,0.41,0.0,0,14,3266.6,31.717142857142854,-17.75
527801b552d0077ffd170872eb49683b,SP,garca,Tier 2 - Average,90,13.01,2.35,0.48,10.0,9,83,17942.8,22.41913043478261,-10.68
52d76513f0c4d97f3b99570e2c94ee31,RS,novo hamburgo,Tier 2 - Average,19,11.81,1.82,0.2,5.26,1,27,8153.1,31.759285714285713,-18.78
52f0fe436a347ddad7ed5f9aa4e27eaa,SP,sao paulo,Tier 2 - Average,19,13.99,3.6,0.49,15.79,3,18,1452.49,20.778095238095236,-6.68
52f9db5cfb423382a2fa5c9e39303202,SP,echapora,Tier 1 - Excellent,21,10.04,1.67,0.91,0.0,0,22,1218.78,15.715909090909092,-13.93
530ec6109d11eaaf87999465c6afee01,PR,cascavel,Tier 2 - Average,93,10.78,2.19,0.47,1.08,1,99,12547.12,25.733,-16.56
53243585a1d6dc2643021fd1853d8905,BA,lauro de freitas,Tier 2 - Average,348,13.37,3.62,0.5,4.6,16,384,217940.44,32.14145,-10.88
5343d0649eca2a983820bfe93fc4d17e,SP,santo andre,Tier 2 - Average,70,11.36,1.54,0.42,14.29,10,100,9819.02,21.591545454545457,-11.89
537eb890efff034a88679788b647c564,RJ,rio de janeiro,Tier 1 - Excellent,158,9.12,1.71,0.35,6.33,10,161,4617.9,14.476842105263158,-11.74
53d00c40e32aeb924a84ce72b1af869d,SP,ibitinga,Tier 4 - Critical,17,16.05,3.31,0.32,23.53,4,13,2165.85,17.42470588235294,-6.74
53e4c6e0f4312d4d2107a8c9cddf45cd,SP,pedreira,Tier 2 - Average,463,12.03,4.06,0.42,5.83,27,485,29587.77,18.9378125,-12.72
54065e9aef7e9e9c2dc23b7594db021a,RJ,rio de janeiro,Tier 2 - Average,12,12.42,2.9,0.18,0.0,0,12,7079.0,20.231666666666666,-22.11
542917da124346b47ea1ac79a93ce454,PR,curitiba,Tier 2 - Average,20,11.58,3.12,0.42,5.0,1,19,1303.9,18.159,-13.29
54583ab379489add547fe47b628db589,SP,sao bernardo do campo,Tier 1 - Excellent,10,5.12,1.45,0.23,0.0,0,10,2240.0,15.108,-5.45
54965bbe3e4f07ae045b90b0b8541f52,PR,foz do iguacu,Tier 4 - Critical,73,26.73,16.1,0.4,35.62,26,55,10351.7,25.632839506172836,-1.69
54a1852d1b8f10312c55e906355666ee,SP,santa barbara d'oeste,Tier 2 - Average,198,11.52,1.9,0.51,10.1,20,182,17056.46,16.641435643564357,-10.19
54c04bdb5ec46762f8f08c7e8f86ed4a,SC,florianopolis,Tier 2 - Average,18,15.41,1.87,0.34,11.11,2,17,3281.66,25.05894736842105,-9.92
557f22c76691849db52d2abccf0015d0,GO,morrinhos,Tier 2 - Average,12,14.3,2.38,0.51,0.0,0,13,799.87,23.743846153846157,-15.02
55a5b51f93f2b70ea513f5a047b0262a,MG,sao joao del rei,Tier 2 - Average,39,13.73,2.56,0.34,7.69,3,38,4002.3,20.66048780487805,-11.76
55bb6fe5bebe5012e2d7d9928e1128ff,SP,bauru,Tier 4 - Critical,15,16.58,3.88,0.42,20.0,3,13,1816.55,36.029375,-8.61
55d3daac7c404d59e51c2aa2f4dc5a23,SP,sao paulo,Tier 1 - Excellent,21,8.79,3.56,1.09,0.0,0,28,4480.6,46.78142857142858,-11.58
55f7a3319d80f7fdf078b8f03e6725fe,SP,osasco,Tier 2 - Average,22,6.78,1.94,0.74,9.09,2,20,3013.78,18.485,-5.74
562f8cfc51f265411f487d07e9c40e7f,MG,belo horizonte,Tier 2 - Average,13,14.03,3.91,0.1,15.38,2,11,766.92,15.333076923076922,-7.19
562fc2f2c2863ab7e79a9e4388a58a14,SP,campinas,Tier 2 - Average,254,11.27,2.02,0.59,3.54,9,255,8629.26,15.93901515151515,-12.47
5656537e588803a555b8eb41f07a944b,DF,brasilia,Tier 2 - Average,170,11.4,1.97,0.44,8.24,14,170,7896.37,17.946304347826086,-11.22
56642bcb79900e777d68e91915cb4267,SP,sao paulo,Tier 3 - Poor,48,14.24,2.67,0.42,18.75,9,47,3657.64,14.538392857142856,-10.29
5670f4db5b62c43d542e1b2d56b0cf7c,SP,sao paulo,Tier 1 - Excellent,22,8.53,2.45,0.69,4.55,1,21,6630.09,26.479999999999997,-13.52
575df70bde3f9f2b30bf8d2e9910d725,SP,sao jose do rio preto,Tier 2 - Average,27,13.31,5.91,0.61,7.41,2,32,5410.05,22.157941176470587,-17.09
57c764b4a836300be881e2ff86e449f9,SP,ribeirao preto,Tier 2 - Average,28,15.5,2.52,0.3,14.29,4,25,1156.1,15.77206896551724,-8.79
57e632711dec9ec14ca7546769483e7e,SC,navegantes,Tier 2 - Average,62,10.78,1.6,0.37,0.0,0,65,6350.06,18.584307692307693,-16.17
582d4f8675b945722eda7c0cb61ba4c7,SP,bertioga,Tier 2 - Average,59,10.59,1.6,0.39,1.69,1,70,4702.96,13.816478873239436,-13.34
5882820ef11c4c068eea0677a7a879b4,RS,caxias do sul,Tier 2 - Average,14,14.97,7.13,0.09,7.14,1,13,9925.5,52.807857142857145,-16.71
58f1a6197ed863543e0136bdedb3fce2,MG,conselheiro lafaiete,Tier 2 - Average,42,10.39,3.34,0.48,2.38,1,42,6555.0,24.01279069767442,-14.7
59417c56835dd8e2e72f91f809cd4092,SP,limeira,Tier 2 - Average,18,12.57,4.41,0.58,0.0,0,18,36459.0,66.59833333333333,-20.61
594f9aaa48e5bf431f011ddc5669b0d5,MG,contagem,Tier 1 - Excellent,37,7.88,1.02,0.22,2.7,1,37,3248.8,23.35815789473684,-13.34
596849622429351f47b32e6cae1055ff,SP,mogi das cruses,Tier 1 - Excellent,12,5.69,1.34,0.16,0.0,0,12,1029.9,12.678333333333333,-7.82
59b22a78efb79a4797979612b885db36,MG,uberlandia,Tier 2 - Average,125,12.5,2.18,0.48,13.6,17,116,27184.5,36.82383458646616,-9.59
59cd88080b93f3c18508673122d26169,SP,praia grande,Tier 3 - Poor,10,13.63,2.58,0.82,30.0,3,9,392.33,14.615,-7.64
59cea8e446d3834393058e7e0666b6fb,PR,maringa,Tier 1 - Excellent,10,7.27,1.81,0.34,0.0,0,10,696.6,20.454,-15.78
59fb871bf6f4522a87ba567b42dafecf,SP,sao paulo,Tier 2 - Average,123,12.08,2.77,0.32,6.5,8,117,21178.6,16.10864,-14.03
5a05a16bb50629ee31afab8a6d4c2674,RS,caxias do sul,Tier 1 - Excellent,14,6.99,2.11,0.62,7.14,1,14,794.3,18.745333333333335,-11.26
5a413ade68e8f8d93071a7f52a64cb9e,SP,sao paulo,Tier 2 - Average,14,4.12,0.94,0.44,14.29,2,12,778.9,10.983571428571429,-3.94
5a425cc503b39b262a847fd6212bf53b,PR,londrina,Tier 1 - Excellent,13,6.78,1.49,0.29,7.69,1,12,1290.7,17.826153846153847,-9.59
5a6a02f419701fc8c605af71d4fc57a4,SP,americana,Tier 2 - Average,10,5.26,2.38,0.83,10.0,1,10,600.5,10.355454545454545,-8.7
5a8e7d5003a1f221f9e1d6e411de7c23,SP,campinas,Tier 2 - Average,137,10.47,2.4,0.33,8.03,11,168,11042.1,14.89776536312849,-11.78
5a93f3ab0ef4c84ed5e1b5dbf23978bc,SP,monteiro lobato,Tier 2 - Average,38,15.05,3.56,0.69,2.63,1,42,2299.28,15.184651162790697,-18.35
5ab05b6d86d417796c69ffd6774ec832,SP,assis,Tier 2 - Average,10,12.59,2.93,0.69,10.0,1,11,1886.1,21.395833333333332,-12.76
5abb8ea023c77787f2c15da891c8d384,SC,joinville,Tier 4 - Critical,13,19.68,6.32,1.07,23.08,3,10,2241.0,57.400000000000006,-6.48
5b07547f10dd980738a1a27f685af669,SP,guarulhos,Tier 2 - Average,13,6.2,2.53,0.46,15.38,2,12,1134.6,13.247857142857143,-4.93
5b0cc932433fa5184b5b94bfe6bcc256,SP,ibitinga,Tier 3 - Poor,12,11.72,6.05,0.21,33.33,4,13,1437.8,32.722941176470584,-8.09
5b179e9e8cc7ab6fd113a46ca584da81,SP,sao paulo,Tier 2 - Average,34,12.67,6.4,0.48,8.82,3,33,5173.5,18.49,-12.96
5b2e94f2c22b39ccc24d34ad0f669672,SP,sao paulo,Tier 2 - Average,10,9.98,1.69,0.57,10.0,1,9,949.78,39.036,-12.11
5b33b527da3c5b969cc99dc435cad09a,PR,paranavai,Tier 2 - Average,16,12.78,1.24,0.46,6.25,1,16,1872.79,21.50294117647059,-13.29
5b51032eddd242adc84c38acab88f23d,MG,borda da mata,Tier 2 - Average,12,11.86,3.18,0.41,0.0,0,14,3280.0,19.210714285714285,-14.81
5b581417df4480f632484ba681e53944,SC,florianopolis,Tier 4 - Critical,11,20.34,3.2,0.15,36.36,4,8,1641.6,47.70083333333333,-3.59
5b664594895aefb418afaee6d40a9a23,RJ,petropolis,Tier 2 - Average,16,10.45,4.62,0.29,0.0,0,22,1008.8,10.29,-11.39
5b67882648febfb6e1225e6ad7164f6b,PR,umuarama,Tier 2 - Average,27,12.25,1.76,0.47,3.7,1,29,6813.48,20.631333333333334,-12.77
5b8154610ebb21fb90eb587365e673df,SP,sao jose dos campos,Tier 2 - Average,37,13.16,1.98,0.35,16.22,6,34,9048.05,26.21675,-8.57
5b85809efd0d0e4dea1a9544e1280ed9,SP,presidente prudente,Tier 1 - Excellent,11,7.4,0.83,0.13,0.0,0,13,1604.7,21.02,-15.57
5b925e1d006e9476d738aa200751b73b,SP,sao paulo,Tier 2 - Average,63,10.89,2.08,0.34,6.35,4,59,7748.5,16.719682539682537,-10.51
5bc24d989e71e93c33e50a7782431b0e,MG,campo do meio,Tier 1 - Excellent,17,9.19,1.41,0.1,0.0,0,17,3148.0,34.61941176470588,-15.79
5bc55dbe2f12b6af6d83ed46023e0dc8,MG,coronel fabriciano,Tier 3 - Poor,17,13.0,3.72,0.4,23.53,4,17,2992.1,19.87047619047619,-8.94
5bffbafbb22daf6d3bfc216a46db8708,RJ,nilopolis,Tier 1 - Excellent,21,8.64,1.87,0.46,0.0,0,23,5239.7,19.76086956521739,-16.16
5c243662ce92d84573bfaff24c3e3700,SP,sao paulo,Tier 2 - Average,98,10.81,3.26,0.4,3.06,3,97,32862.02,17.7564,-13.1
5c6d4016c2a288f074fa0848a2b653d2,SP,sao paulo,Tier 2 - Average,31,11.05,2.66,0.53,9.68,3,31,3100.0,14.650882352941176,-9.48
5c853bb56f70f4d14218944bae111d7a,SP,cotia,Tier 1 - Excellent,23,8.61,3.62,0.47,0.0,0,24,263.13,10.460833333333333,-11.31
5cbbd5a299cab112b7bf23862255e43e,PR,pinhais,Tier 2 - Average,36,10.79,3.25,0.43,0.0,0,38,2726.06,17.346052631578946,-12.67
5cf13accae3222c70a9cac40818ae839,MG,patos de minas,Tier 2 - Average,148,10.63,1.9,0.25,3.38,5,150,14293.3,19.37341935483871,-13.77
5d0363b33554b373851fc1622e4d5f3c,SP,atibaia,Tier 2 - Average,93,12.73,3.88,0.27,8.6,8,86,6548.79,23.143404255319147,-8.23
5d3bb11474a06bdc23fb9e89f1164ee0,SP,assis,Tier 1 - Excellent,31,9.75,2.43,0.36,3.23,1,31,3654.6,16.381875,-12.8
5d9dc90a686a8fddacffab6bab5653a3,SP,santana de parnaiba,Tier 2 - Average,12,8.63,2.09,0.06,8.33,1,11,3761.94,30.7775,-8.91
5dceca129747e92ff8ef7a997dc4f8ca,SP,santa barbara d´oeste,Tier 2 - Average,322,11.27,2.5,0.52,6.21,20,323,111126.73,39.580728862973764,-10.61
5debea795b07621e1f90532e18f96145,PR,apucarana,Tier 2 - Average,25,10.31,2.51,0.74,0.0,0,33,1883.78,15.283333333333333,-16.64
5ef131ac72773e5b3f6c0d63cf424657,SP,ribeirao preto,Tier 1 - Excellent,10,6.27,2.31,0.89,0.0,0,11,575.79,22.381818181818183,-9.66
5f1dc28029d2c244352a68107ec2b542,SP,sao paulo,Tier 2 - Average,62,9.36,3.78,0.31,9.68,6,72,2807.3,12.771282051282052,-15.26
5f2684dab12e59f83bef73ae57724e45,SP,sao paulo,Tier 2 - Average,67,10.28,2.19,0.3,5.97,4,69,8870.97,15.202054794520548,-10.35
5f26c1408a65b42a7224cd463bdf3292,PR,arapongas,Tier 1 - Excellent,10,6.43,1.01,0.34,0.0,0,10,1139.8,21.729,-14.73
5f3ae9136c875522250f8184f253413a,SP,sao paulo,Tier 1 - Excellent,42,7.68,1.63,0.26,7.14,3,42,1143.05,13.260444444444445,-11.42
5f5b43b2bffa8656e4bc6efeb13cc649,SP,sao paulo,Tier 2 - Average,27,14.03,2.16,0.54,3.7,1,28,3677.2,19.153448275862072,-13.24
5f67c6082caacb26e431a7b17940cece,PR,maringa,Tier 4 - Critical,13,22.2,8.38,0.38,30.77,4,10,1662.6,14.887857142857143,-1.12
5f7300535881cef3b625fd683cf7d145,RS,canoas,Tier 1 - Excellent,10,9.84,1.5,0.07,0.0,0,11,665.98,15.531818181818181,-12.37
602044f2c16190c2c6e45eb35c2e21cb,SP,ibitinga,Tier 4 - Critical,48,15.83,2.01,0.5,27.08,13,42,3559.17,16.541090909090908,-7.43
6039e27294dc75811c0d8a39069f52c0,SP,osasco,Tier 4 - Critical,63,17.98,7.14,0.78,30.16,19,55,13500.8,31.550270270270268,-6.37
60562ab00b8054280520d390c8c0045c,SP,sao paulo,Tier 1 - Excellent,17,10.18,2.87,0.47,0.0,0,17,2943.0,17.88764705882353,-13.53
6061155addc1e54b4cfb51c1c2a32ad8,SP,campinas,Tier 1 - Excellent,28,5.79,1.67,0.83,3.57,1,32,15633.4,26.663939393939394,-8.28
609e1a9a6c2539919b8205cf7c4e6ff0,SC,brusque,Tier 2 - Average,87,10.34,2.33,0.56,3.45,3,127,6595.23,20.67069230769231,-16.48
610f72e407cdd7caaa2f8167b0163fd8,SP,sao paulo,Tier 2 - Average,16,12.6,9.22,0.59,12.5,2,15,13585.16,49.66411764705882,-9.24
612170e34b97004b3ba37eae81836b4c,RS,novo hamburgo,Tier 2 - Average,107,10.9,4.71,0.33,1.87,2,108,23065.02,20.973272727272725,-17.68
615005a3ef192c00c6f0e977cee3d2bc,SP,itu,Tier 3 - Poor,10,13.4,2.19,0.72,20.0,2,9,286.5,14.149090909090908,-10.27
620c87c171fb2a6dd6e8bb4dec959fc6,RJ,petropolis,Tier 2 - Average,724,12.88,2.76,0.34,10.22,74,707,112821.2,17.747925736235594,-13.18
624f4ece8da4aafb77699233d480f8ef,SP,sao paulo,Tier 2 - Average,52,13.52,3.99,0.41,7.69,4,50,9046.0,31.58425925925926,-10.28
6288c69c4ce638e59925e59193f98b16,SP,santo andre,Tier 1 - Excellent,20,9.61,3.21,0.23,5.0,1,19,4196.8,13.510499999999999,-11.44
62c50c1af4dfdc4149d25c5222043d39,SP,sao paulo,Tier 2 - Average,12,13.53,3.54,0.15,0.0,0,17,2325.83,16.58529411764706,-16.3
6338ea67c41078a46ad99cc009654956,RS,farroupilha,Tier 2 - Average,37,13.2,4.33,0.5,0.0,0,44,2286.09,21.00681818181818,-15.07
634964b17796e64304cadf1ad3050fb7,RJ,rio de janeiro,Tier 2 - Average,265,14.5,3.87,0.74,11.7,31,292,39114.1,18.26625386996904,-9.62
638cba8be1fb599bbb76fd6948351eb3,SP,sao jose dos campos,Tier 1 - Excellent,16,8.5,2.0,0.54,0.0,0,22,535.4,12.194090909090908,-10.84
63a79f5a7eb5cb48a7e5787b141c7993,MG,patos de minas,Tier 1 - Excellent,11,6.37,2.7,0.69,0.0,0,11,815.1,18.257272727272724,-13.49
63b464dbf392c7b80d12d932fa7cafed,SP,sao paulo,Tier 2 - Average,36,13.19,5.54,0.18,5.56,2,36,6622.0,22.65368421052632,-14.15
63ffcb71394dd8ea3872ed9ffda17c74,RJ,itaborai,Tier 2 - Average,17,13.25,2.9,0.61,5.88,1,16,399.0,15.571764705882355,-10.46
640e21a7d01df7614a3b4923e990d40c,SP,ibitinga,Tier 2 - Average,108,10.45,1.62,0.3,8.33,9,120,7125.82,17.677131782945736,-9.65
6426d21aca402a131fc0a5d0960a3c90,SP,ribeirao preto,Tier 2 - Average,23,10.96,1.47,0.5,4.35,1,22,1209.64,16.703478260869566,-12.87
643214e62b870443ccbe55ab29a4dccf,SP,sao paulo,Tier 2 - Average,65,9.54,2.28,0.38,13.85,9,57,3229.23,13.507272727272728,-10.01
6481e96574816ead57975da2c0f6d80d,SP,sorocaba,Tier 1 - Excellent,32,7.34,2.56,0.73,3.12,1,42,3324.9,23.62697674418605,-10.57
655220df33262c7e0c4949a147366f94,SP,diadema,Tier 2 - Average,13,12.13,1.34,0.01,15.38,2,13,2245.0,45.43533333333333,-7.78
6560211a19b47992c3666cc44a7e94c0,SP,sao paulo,Tier 1 - Excellent,1815,9.53,1.61,0.41,6.83,124,1868,120496.83,13.690376506024096,-11.0
659e8466eb3ff1b0e8740d74fb7bbedd,BA,eunapolis,Tier 1 - Excellent,11,9.77,1.71,0.09,0.0,0,14,1486.8,28.085714285714285,-19.18
65b081a070633e057c462abdd6fb9dd8,GO,morrinhos,Tier 2 - Average,19,11.78,2.3,0.18,0.0,0,20,1885.09,22.079,-16.96
65febd49fd28ec955651299159b1f527,SP,sao paulo,Tier 1 - Excellent,33,7.13,1.06,0.31,6.06,2,36,4136.71,24.965,-12.79
66922902710d126a0e7d26b0e3805106,MG,belo horizonte,Tier 2 - Average,150,11.39,3.12,0.38,7.33,11,144,14267.3,20.629870967741937,-9.55
669ae81880e08f269a64487cfb287169,SC,rio do sul,Tier 2 - Average,161,11.99,2.04,0.44,4.35,7,178,13133.87,18.115297297297296,-13.64
66dc1b1632bd6a3e508510c5b3492107,SP,jau,Tier 2 - Average,36,10.44,2.29,0.5,2.78,1,40,3542.19,16.82219512195122,-13.67
66e0557ecc2b4dbea057e93f215f68d8,SP,sao paulo,Tier 4 - Critical,30,31.73,18.12,0.19,26.67,8,22,12141.0,16.247333333333334,-8.13
66fd84ee7528c0c0de85d0f44a73d5ab,RS,campina das missoes,Tier 2 - Average,11,14.56,2.57,1.15,9.09,1,20,1438.11,21.58047619047619,-16.99
670a9dda115b5a88b18cfadee8de2332,SP,ribeirao preto,Tier 2 - Average,10,13.11,3.12,0.7,0.0,0,10,829.0,16.98,-17.43
670c26e0f1bf8d0576271d5cfaec6d2b,PR,maringa,Tier 2 - Average,77,13.74,1.65,0.21,5.19,4,82,6250.1,19.539186046511627,-13.01
671585f5a2af58b6e276bc01003c0d2b,PR,curitiba,Tier 1 - Excellent,27,5.59,1.53,0.5,0.0,0,27,1244.0,16.596666666666668,-13.25
67883baaae6134ee81b271a542613728,SP,sao paulo,Tier 2 - Average,19,5.84,0.97,0.32,15.79,3,16,8167.9,17.269473684210528,-5.41
679769a98cfcc6da877c8486ff1c13f3,MG,ipatinga,Tier 1 - Excellent,21,9.54,1.68,0.42,0.0,0,21,7029.0,20.875714285714285,-15.01
67bf6941ba2f1fa1d02c375766bc3e53,PR,curitiba,Tier 2 - Average,15,11.92,1.79,0.1,13.33,2,18,5062.0,62.897000000000006,-9.5
6806dad1da97bfb5a9038eac6881f706,PR,guaratuba,Tier 2 - Average,10,13.4,2.48,0.28,10.0,1,13,1477.0,21.875714285714285,-13.22
681fce914360217db47784ae28905a96,PR,araucaria,Tier 2 - Average,23,12.74,2.47,0.7,13.04,3,21,4127.33,18.519583333333333,-12.51
6860153b69cc696d5dcfe1cdaaafcf62,SP,capivari,Tier 2 - Average,74,10.23,1.94,0.56,9.46,7,77,3827.63,17.745238095238093,-8.88
688756f717c462a206ad854c5027a64a,SP,guarulhos,Tier 2 - Average,81,10.77,4.74,0.51,11.11,9,90,5837.67,19.27323232323232,-6.98
